date,time,title,body,url,source
2026-02-12,13:42:17,Cardano Founder Says This Is Going to Be the Best Year Ever for ADA: “We’re Gonna Get It Done”,"Cardano founder Charles Hoskinson has expressed strong optimism about the network’s trajectory, boldly declaring that 2026 will be the most successful year in Cardano’s history. His remarks at the Midnight Japan Tour 2026 have since energized the broader Cardano community, as members anticipate the initiatives the team plans to unveil. Visit Website",https://thecryptobasic.com/2026/02/12/cardano-founder-says-this-is-going-to-be-the-best-year-ever-for-ada-were-gonna-get-it-done/,thecryptobasic
2026-02-12,13:41:04,Solana leans into tokenization and payments at Hong Kong’s Accelerate APAC event,"From ETFs to stablecoins to AI infrastructure, Solana’s pitch in Hong Kong was clear: less memecoin mania, more internet capital markets.",https://www.coindesk.com/tech/2026/02/12/solana-leans-into-tokenization-and-payments-at-hong-kong-s-accelerate-apac-event,coindesk
2026-02-12,13:40:10,Coinbase AZTEC Perpetual Futures: Strategic Expansion Unlocks New Trading Opportunities,"BitcoinWorld Coinbase AZTEC Perpetual Futures: Strategic Expansion Unlocks New Trading Opportunities In a significant move for cryptocurrency derivatives markets, Coinbase International Exchange announced on February 10, 2025, that it will list AZTEC perpetual futures contracts, with trading scheduled to commence on February 12 pending liquidity verification. This strategic expansion represents Coinbase’s continued commitment to broadening its derivatives offerings while providing institutional ",https://bitcoinworld.co.in/coinbase-aztec-perpetual-futures-listing/,bitcoinworld
2026-02-12,13:40:00,"Coinbase, Ripple, and Bitstamp Linked to $172,513,649 XRP Transfer via On-Chain Data","A massive $172 million XRP shuffle hit the radar. While the wallets looked ""unknown,"" on-chain data traces these millions directly to Coinbase, Ripple and Bitstamp. Here's what this liquidity move means for the market.",https://u.today/coinbase-ripple-and-bitstamp-linked-to-172513649-xrp-transfer-via-on-chain-data,utoday
2026-02-12,13:38:39,Global uncertainty index climbs amid broad asset instability,"The World Uncertainty Index spiked to all-time highs in an extremely short timespan. As all assets seek direction, the index is now far above the 2020 pandemic levels. While many assets held onto their gains from 2025, the Global Uncertainty Index has risen close to all-time highs. The index for the USA, Europe, and the world average spiked above the levels from the spring of 2020, accounting for more conflicts and factors compared to the year of the Covid-19 pandemic. The World Uncertainty Inde",https://www.cryptopolitan.com/global-uncertainty-index-peaks-in-all-assets/,cryptopolitan
2026-02-12,13:37:51,BlackRock Flags Asia as Potential $2 Trillion Crypto Market Catalyst,"Asian household wealth could become a powerful catalyst for digital assets if investors redirect even a small share into crypto, according to a senior BlackRock executive. Speaking at Consensus Hong Kong, Nicholas Peach said that a modest 1% allocation within standard portfolios could potentially translate into trillions of dollars in market inflows. Visit Website",https://thecryptobasic.com/2026/02/12/blackrock-flags-asia-as-potential-2-trillion-crypto-market-catalyst/,thecryptobasic
2026-02-12,13:37:00,Best Crypto Marketing Agency: Outset PR Earns Industry Recognition for Its Data-Driven Approach,"Outset PR built its reputation by treating media coverage as measurable infrastructure rather than a checklist item. The agency works with crypto and Web3 companies, operating in a boutique format where each campaign is structured around specific objectives. Instead of standardized packages, strategies are tailored to product stage, geography, and audience. Over the past year, this approach has positioned Outset PR as a recognized name in crypto communications, frequently referenced by peers suc",https://cryptodaily.co.uk/2026/02/best-crypto-marketing-agency-outset-pr-earns-industry-recognition-for-its-data-driven-approach,cryptodaily
2026-02-12,13:35:18,Analyst Explains XRP $1 Opportunity as Double Bottom Pattern Emerges,"XRP is trading at $1.38, up 1.78% on the day, but one analyst believes the market may not be done correcting just yet. According to market commentator Zach Rector, the current setup could present a potential “$1 opportunity” for long-term buyers. Visit Website",https://thecryptobasic.com/2026/02/12/analyst-explains-xrp-1-opportunity-as-double-bottom-pattern-emerges/,thecryptobasic
2026-02-12,13:35:11,EUR/USD Bullish Trend: Scotiabank’s Compelling 1.20 Breakout Forecast for 2025,"BitcoinWorld EUR/USD Bullish Trend: Scotiabank’s Compelling 1.20 Breakout Forecast for 2025 LONDON, March 2025 – Scotiabank’s latest technical analysis presents a compelling case for the EUR/USD currency pair, identifying a sustained bullish trend that now eyes a critical breakout above the 1.20 psychological level. This forecast, derived from meticulous chart examination, arrives amid a complex global economic landscape marked by shifting central bank policies and evolving trade dynamics. Conse",https://bitcoinworld.co.in/eur-usd-bullish-trend-scotiabank-forecast/,bitcoinworld
2026-02-12,13:31:04,Strategy (MSTR) to issue more preferred stock as Bitcoin price stuggles,"As Bitcoin’s price slump continues to rattle equity-linked crypto firms, Strategy Inc. (previously known as Microstrategy) is pivoting its capital-raising playbook to preferred stock issuance in a bid to secure fresh funding for its Bitcoin accumulation strategy. Chief Executive Phong Le said the company would increasingly rely on perpetual preferred shares to fund purchases of the top cryptocurrency, reducing dependence on common equity sales that often exacerbate dilution and volatility for ex",https://invezz.com/news/2026/02/12/strategy-mstr-to-issue-more-preferred-stock-as-bitcoin-price-stuggles/,invezz
2026-02-12,13:30:23,Lombard Launches Bitcoin Smart Accounts Linking Custody to DeFi,"Lombard unveils Bitcoin Smart Accounts to recognize custodied BTC as onchain collateral, enabling decentralized finance ( DeFi) access without moving custody. Lombard announces Bitcoin Smart Accounts, a rail that lets BTC held in qualified custody, multi‑party computation (MPC) or self‑custody be used as onchain collateral across whitelisted protocols like lending network Morpho, while legal title",https://news.bitcoin.com/lombard-launches-bitcoin-smart-accounts-linking-custody-to-defi/,bitcoin.com
2026-02-12,13:30:12,US Dollar Decline: Market’s Stark Reality as Payrolls Fail to Halt Weekly Slide,"BitcoinWorld US Dollar Decline: Market’s Stark Reality as Payrolls Fail to Halt Weekly Slide NEW YORK, March 2025 – The US dollar extended its downward trajectory this week, marking a concerning trend for currency traders despite relatively positive payroll data. Market analysts now scrutinize broader economic indicators as the greenback heads for its third consecutive weekly loss against major counterparts. This persistent weakness signals shifting global capital flows and evolving monetary pol",https://bitcoinworld.co.in/dollar-weekly-decline-payrolls-impact/,bitcoinworld
2026-02-12,13:30:00,Bitcoin News Today: Which Crypto To Invest In As BTC Price Slides?,"Currently, the price of Bitcoin is putting the patience of investors to the test as it trades close to the $69,000 mark after the recent dips. This is part of the overall 45% drop from its record high last October. Analysts are warning of the early signs of a bear market. For those looking for the best crypto to invest in during these uncertain times, the focus is shifting towards top cryptocurrencies that offer more than just price speculation. One of the most promising is Mutuum Finance (MUTM)",https://www.cryptopolitan.com/bitcoin-news-today-which-crypto-to-invest-in-as-btc-price-slides/,cryptopolitan
2026-02-12,13:27:29,Silver Price Forecast: Bank of America Eyes $309 Amid Tight Supply,"Silver has entered 2026 with explosive momentum, surging over 150% year-to-date to trade around $82–84 per ounce after briefly exceeding $120 earlier this year. Even after recent profit-taking, the metal's structural bull case remains intact, driven by persistent supply deficits and surging investment demand, setting the stage for further gains. Current Market Snapshot The spot price has pulled back from January peaks but holds above key technical supports near $80, with futures for later in 202",https://coinpaper.com/14531/silver-price-forecast-bank-of-america-eyes-309-amid-tight-supply,coinpaper
2026-02-12,13:25:58,UK government appoints HSBC for tokenized bond pilot,"The UK appointed HSBC Orion for its DIGIT pilot to explore blockchain bonds, aiming to improve efficiency, cut costs and boost security.",https://cointelegraph.com/news/uk-appoint-hsbc-digital-gilt-pilot-digit?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,cointelegraph
2026-02-12,13:25:22,"Binance adds 4,545 BTC to SAFU fund in $305M purchase","Binance has finally completed its emergency reserve strategy with the acquisition of another 4,545 Bitcoin, worth $305 million, for its Secure Asset Fund for Users (SAFU). The latest acquisition thus concludes Binance’s $1 billion transaction from stablecoins to Bitcoin. The crypto exchange confirmed that the fund now has approximately 15,000 BTC. “With SAFU Fund now fully in Bitcoin, we reinforce our belief in BTC as the premier long-term reserve asset. Thank you for your continued trust and su",https://www.cryptopolitan.com/binance-buys-4545-bitcoin-for-safu-fund/,cryptopolitan
2026-02-12,13:25:12,Silver Price Forecast: XAG/USD Holds Steady at $84.00 Amid Crucial Dollar Stabilization,"BitcoinWorld Silver Price Forecast: XAG/USD Holds Steady at $84.00 Amid Crucial Dollar Stabilization Silver prices demonstrate remarkable stability in early 2025 trading sessions, with XAG/USD consolidating around the $84.00 level as currency markets experience a period of dollar steadiness. This consolidation phase follows several weeks of volatile precious metals trading, presenting traders with crucial technical levels to monitor. Market analysts now scrutinize multiple fundamental drivers wh",https://bitcoinworld.co.in/silver-price-forecast-xag-usd-steady/,bitcoinworld
2026-02-12,13:20:39,Cardano Pushes Privacy With Midnight as Market Ignores Fundamentals — Delayed Repricing?,"Cardano rolls out its new privacy-focused project, Midnight, aiming to reshape the crypto landscape. Despite this strategic move, market reactions seem muted, overlooking the potential game-changer. Is this a sign of a delayed repricing for promising coins? Discover which cryptocurrencies are on the brink of significant growth. Cardano (ADA) Faces Tough Times but Hopes for a Comeback Source: tradingview Cardano's price is currently fluctuating between 23 to 31 cents. Recently, it's been on a dow",https://bitzo.com/2026/02/cardano-pushes-privacy-with-midnight-as-market-ignores-fundamentals-delayed-repricing,bitzo
2026-02-12,13:20:11,NZD/USD Holds Crucial Gains Above 0.6050 as RBNZ’s Cautious Stance Provides Vital Support,"BitcoinWorld NZD/USD Holds Crucial Gains Above 0.6050 as RBNZ’s Cautious Stance Provides Vital Support WELLINGTON, New Zealand – The NZD/USD currency pair is demonstrating notable resilience in early 2025 trading, firmly holding gains above the psychologically significant 0.6050 level. This strength primarily stems from the Reserve Bank of New Zealand’s persistently cautious tone on monetary policy, which continues to provide a fundamental anchor for the Kiwi dollar against a backdrop of fluctua",https://bitcoinworld.co.in/nzd-usd-gains-rbnz-cautious-tone/,bitcoinworld
2026-02-12,13:18:39,XRP Maintains Nine-Year Growth Channel as Market Eyes Major Institutional Entry,"XRP remains above a nine-year ascending channel, underscoring potential for further growth. Technical and macro factors suggest rising institutional interest as speculative activity fades. Continue Reading: XRP Maintains Nine-Year Growth Channel as Market Eyes Major Institutional Entry The post XRP Maintains Nine-Year Growth Channel as Market Eyes Major Institutional Entry appeared first on COINTURK NEWS .",https://en.coin-turk.com/xrp-maintains-nine-year-growth-channel-as-market-eyes-major-institutional-entry/,cointurken
2026-02-12,13:17:51,SHIB Burns Continue as Supply Remains Massive — Symbolic Effort or Long-Term Pressure?,"The ongoing reduction of SHIB tokens has captured attention, yet the overall supply stays enormous. Is this more of a gesture or a strategy to influence market dynamics? This article explores the potential impact of these burns and examines whether they can drive significant changes in SHIB value over time. Discover which coins may be poised for growth. Shiba Inu Price Flattens, Eyeing Potential Breakout Source: tradingview Shiba Inu (SHIB) is hovering between five and seven millionths of a doll",https://bitzo.com/2026/02/shib-burns-continue-as-supply-remains-massive-symbolic-effort-or-long-term-pressure,bitzo
2026-02-12,13:17:43,Ripple Backing Hex Trust’s Efforts to Bring Institutions into XRP DeFi,"A Hex Trust executive confirmed that Ripple backs the company's goal to bring institutions into the XRP DeFi ecosystem. At Consensus 2026 in Hong Kong, Giorgia Pellizzari, Chief Product Officer and Head of Custody at Hex Trust, explained how the firm allows institutions to use native XRP as collateral, hold it in regulated custody, and issue a one-to-one wrapped version called wXRP across multiple blockchains. Visit Website",https://thecryptobasic.com/2026/02/12/ripple-backing-hex-trusts-efforts-to-bring-institutions-into-xrp-defi/,thecryptobasic
2026-02-12,13:15:17,Aster Chain to launch mainnet in March,"Aster, the decentralized exchange backed by Binance founder Changpeng Zhao, is gearing up for the launch of its Aster Chain mainnet this March. The rollout promises to take its decentralized exchange beyond cryptocurrency trading with a dedicated blockchain, community-driven governance, and more access to physical assets. The team announced on X on Thursday, stating, “Aster Chain mainnet in March. Privacy is good. Aster is good.” The rollout of the Aster Chain mainnet is part of the company’s 20",https://www.cryptopolitan.com/aster-chain-mainnet-launch-march/,cryptopolitan
2026-02-12,13:15:11,Canadian Dollar Faces Critical Test as USMCA Renewal Uncertainty Sparks Currency Volatility,"BitcoinWorld Canadian Dollar Faces Critical Test as USMCA Renewal Uncertainty Sparks Currency Volatility TORONTO, March 2025 – The Canadian dollar faces mounting pressure as uncertainty surrounding the USMCA renewal process creates significant headwinds for North America’s second-largest currency. According to recent analysis from Mitsubishi UFJ Financial Group (MUFG), political tensions and renegotiation risks are weighing heavily on CAD valuation, potentially signaling increased volatility thr",https://bitcoinworld.co.in/usmca-renewal-risk-canadian-dollar/,bitcoinworld
2026-02-12,13:14:56,ABA Calls on OCC to Slow Crypto Trust Bank Approvals: ALT Effect,"ABA calls on OCC to slow down crypto trust bank approvals until the GENIUS Act. Firms like BitGo and Ripple are affected. ALT in downtrend at $0.01, strong S1 support at $0.0082. Goldman Sachs maki...",https://en.coinotag.com/aba-calls-on-occ-to-slow-crypto-trust-bank-approvals-alt-effect,coinotag
2026-02-12,13:14:16,UNI briefly hits $4.5 on Securitize partnership: Will it rally higher?,"The cryptocurrency market has turned things around in the last 24 hours after a poor start to the week. Bitcoin, the leading cryptocurrency by market cap, is trading above $67k once again, while Ether is approaching the $2k psychological level. Uniswap’s UNI is one of the best performers among the top 50 cryptocurrencies by market cap. UNI is up 4.5% in the last 24 hours and now trades above $3.4. It briefly topped the $4.5 level before retracing to its current level. UNI rallies as Uniswap Labs",https://invezz.com/news/2026/02/12/uni-briefly-hits-4-5-on-securitize-partnership-will-it-rally-higher/,invezz
2026-02-12,13:13:00,Ripple USD (RLUSD) on XRP Ledger Integration on Binance Finalized,Binance users can now trade RLUSD on the XRPL as the exchange just finalized its integration.,https://u.today/ripple-usd-rlusd-on-xrp-ledger-integration-on-binance-finalized,utoday
2026-02-12,13:10:48,Bitcoin Drags Crypto Lower as Extreme Fear Signals an Overextended Selloff,"The crypto market extended its decline, shedding another 3% in a single day and bringing total market capitalization down to approximately $2,28 trillion. The move reflects a Bitcoin-led macro selloff, with broader risk aversion spilling across digital assets. At the same time, in a market where narrative and perception can move capital as decisively as price action, data-informed storytelling from firms like Outset PR is becoming a lever for projects seeking to maintain visibility and investor ",https://bitzo.com/2026/02/bitcoin-drags-crypto-lower-as-extreme-fear-signals-an-overextended-selloff,bitzo
2026-02-12,13:10:12,EUR/JPY Surges to 182.00 in Dramatic Rebound But Faces Sharp Weekly Decline Amid Policy Divergence,"BitcoinWorld EUR/JPY Surges to 182.00 in Dramatic Rebound But Faces Sharp Weekly Decline Amid Policy Divergence In a dramatic Thursday trading session, the EUR/JPY currency pair surged toward the 182.00 level, marking a significant intraday recovery. However, this upward movement starkly contrasts with the pair’s overall weekly performance, which remains sharply negative. Market analysts attribute this volatility to diverging monetary policy signals from the European Central Bank and the Bank of",https://bitcoinworld.co.in/eur-jpy-rebound-182-weekly-decline/,bitcoinworld
2026-02-12,13:10:10,UK GDP Watch: Schroders Shares Soars 30% on £9.9B Nuveen Deal,"Schroders plc (LON: SDR) trades at 588.00 GBX as of writing, up 28.67% on the day after surging to a 52-week high of 599.50 GBX before a slight retracement. The rally follows news that US asset manager Nuveen has agreed to acquire the UK-listed investment firm in a £9.9 billion deal. Source: Yahoo Finance The sharp rise places Schroders near the offer price outlined in the agreement. Investors reacted quickly to the proposed cash acquisition, which values the company at a significant premium to ",https://coinpaper.com/14530/uk-gdp-watch-schroders-shares-soars-30-on-9-9-b-nuveen-deal,coinpaper
2026-02-12,13:08:26,Shiba Inu Price Prediction: SHIB Rebounds 5% But Channel Breakdown Warns of $0.00000138 Drop,"Shiba Inu rebounded from around $0.000005843 after early selling pressure, shifting from a brief dip into a clear recovery phase. Strong buying momentum emerged, driving the price upward with a pattern of higher lows and steady gains toward the $0.000006089 area. The overall short-term structure now appears bullish, as buyers maintain control above previous resistance levels. However, the $0.0000059–$0.0000060 zone remains a critical support region, and holding above this range will be essential",https://coinpaper.com/14529/shiba-inu-price-prediction-shib-rebounds-5-but-channel-breakdown-warns-of-0-00000138-drop,coinpaper
2026-02-12,13:06:58,"Gen Z flirts with crypto to pay for dates this Valentine’s, survey finds","An OKX-commissioned Pollfish survey finds 13% of Gen Z have paid for dates with crypto, while many non-users cite a lack of a direct way to do so.",https://cointelegraph.com/news/gen-z-crypto-valentines-date-payments-okx-survey?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,cointelegraph
2026-02-12,13:06:25,BlackRock’s BUIDL Fund Hits Uniswap as UNI Jumped 40%,"Uniswap’s UNI token jumped about 40% within half an hour, after Uniswap Labs announced that BlackRock’s tokenized money market fund BUIDL can now trade through its protocol. The move links one of the world’s largest asset managers with a decentralized exchange, drawing attention from traders and institutional watchers alike. BlackRock Fund Trading Goes Live on Uniswap Rails In a February 11 press release, Uniswap Labs said it partnered with Securitize to make BlackRock’s USD Institutional Digita",https://cryptopotato.com/blackrocks-buidl-fund-hits-uniswap-as-uni-jumped-40/,cryptopotato
2026-02-12,13:05:44,Hoskinson Confirms LayerZero Integration as Cardano Expands Cross-Chain Access,"LayerZero integration links Cardano to 160+ blockchains and $80B+ in omnichain assets. USDCx launch and OFT standard expand stablecoin and cross-chain liquidity access. Deployment begins under the Critical Integrations framework with the rollout of the Endpoint contracts. Charles Hoskinson, founder and CEO of Input Output, confirmed that LayerZero will integrate with the Cardano blockchain, marking a major interoperability development for the network. The announcement was delivered during a keyn",https://coinedition.com/hoskinson-confirms-layerzero-integration-as-cardano-expands-cross-chain-access/,coinquora
2026-02-12,13:05:34,Fixed vs. Flexible Crypto Savings: Which One Fits Your Strategy?,"If you’ve decided to earn interest on your crypto, you’ll quickly run into a choice: fixed savings or flexible savings. At first glance, the difference seems simple. One locks your funds, the other doesn’t. One offers higher returns, the other offers more freedom. But when you look closer, the decision is less about yield and more about how you actually use your crypto. The Core Difference: Access vs Certainty The simplest way to understand fixed and flexible savings accounts is this: Flexible s",https://bitzo.com/2026/02/fixed-vs-flexible-crypto-savings-which-one-fits-your-strategy,bitzo
2026-02-12,13:05:11,Silver Price Today Plummets: Bitcoin World Data Reveals Startling Market Shift,"BitcoinWorld Silver Price Today Plummets: Bitcoin World Data Reveals Startling Market Shift Global silver markets experienced a significant downturn today, with Bitcoin World data revealing a substantial price decline that has captured investor attention worldwide. The precious metal’s value dropped noticeably during early trading hours, marking one of the most pronounced single-day movements in recent months. Market analysts immediately began examining the underlying causes behind this unexpect",https://bitcoinworld.co.in/silver-price-today-falls-bitcoin-world/,bitcoinworld
2026-02-12,13:05:08,"Russia Moves to Block WhatsApp, Pushes 100M Users to State-Controlled 'Surveillance App'","Moscow's communications watchdog is simultaneously restricting Telegram, as the Kremlin doubles down on its push for a homegrown ""super app.""",https://decrypt.co/357850/russia-moves-to-block-whatsapp-pushes-100m-users-to-state-controlled-surveillance-app,decrypt
2026-02-12,13:02:56,Morgan Creek Capital CEO: XRP Could be Ordered to be Used for a CBDC,"Abs, host of Good Evening Crypto, shared a statement from Mark W. Yusko that has attracted attention within the digital asset community. In his post, Abs quoted Yusko as saying, “There is some talk that $XRP could be utilized and or ordered to be used for a central bank digital currency or as the base layer for national banking.” The tweet included a video clip of Yusko, the founder, chief investment officer, and managing director of Morgan Creek Capital Management, elaborating on potential legi",https://timestabloid.com/morgan-creek-capital-ceo-xrp-could-be-ordered-to-be-used-for-a-cbdc/,timestabloid
2026-02-12,13:00:51,"Denmark’s Largest Bank Adds Bitcoin, Ethereum ETPs, But Warns Of ‘High Risk’","Danske Bank has started offering Bitcoin and Ethereum ETPs to customers for the first time, but the bank still doesn’t endorse crypto assets. Danske Bank Now Offers Bitcoin & Ethereum ETPs As announced in a press release , Danske Bank’s customers can now invest in some exchange-traded products (ETPs) tracking the two largest cryptocurrencies: Bitcoin and Ethereum. The bank said that the new option is a response to increasing user demand for digital assets and improved regulation related to the s",https://bitcoinist.com/denmark-bank-bitcoin-ethereum-etps-warns-high-risk/,bitcoinist
2026-02-12,13:00:50,Strong jobs report shakes the market – Could Bitcoin drop below $60K next?,Bitcoin faces macro pressure as rate-cut debate intensifies near critical support.,https://ambcrypto.com/strong-jobs-report-shakes-the-market-could-bitcoin-drop-below-60k-next/,ambcrypto
2026-02-12,13:00:47,Bangladesh Votes for a New Era While Millions Trade Crypto in the Shadows,"Despite a total ban, the country has surged to 13th in global cryptocurrency adoption — and the new government may not be able to look away much longer. As Bangladesh Votes, a Crypto Underground Demands Recognition The following guest post was written by Nabil Sorkar, Verse Community Member. DHAKA, Bangladesh — On a sweltering Wednesday",https://news.bitcoin.com/bangladesh-votes-for-a-new-era-while-millions-trade-crypto-in-the-shadows/,bitcoin.com
2026-02-12,13:00:40,"LayerZero (ZRO) Soars 40% Amid Zero Blockchain Debut, Major Institutional Backing","ZRO, the native token of the omnichain interpretability protocol LayerZero, has skyrocketed more than 40% on the past day following the announcement of its new Layer-1 (L1) blockchain backed by major institutional players. Related Reading: XRP Positioned For Major Structure Shift As Price Tests Critical Level LayerZero Unveils Zero Blockchain On Tuesday, LayerZero Labs announced a new L1 blockchain, Zero, aimed at institutional financial markets. According to the announcement, it is set to launc",https://www.newsbtc.com/news/layerzero-soars-zero-debut-institutional-backing/,newsbtc
2026-02-12,13:00:30,"Mutuum Finance (MUTM) Price Prediction: From Hidden Gem to DeFi Dominance, How High Will This Cheap Crypto Go?","A new token is catching the attention of investors looking for major growth. Mutuum Finance (MUTM) , priced at just $0.04, is showing signs that mirror the early days of some of cheap crypto’s biggest success stories. With a working product already launched and a presale filling up fast, analysts are beginning to ask: could this be the next big winner in decentralized finance? The project’s focus on real utility and a proven development roadmap provides a strong case for its potential. A Bluepri",https://timestabloid.com/mutuum-finance-mutm-price-prediction-from-hidden-gem/,timestabloid
2026-02-12,13:00:29,Cardano adds LayerZero support as Hoskinson backs strong macro outlook,"Charles Hoskinson, the CEO of Input Output, confirmed that LayerZero would be ported to the Cardano blockchain at a keynote speech during Consensus Hong Kong. He stated that integration will increase Cardano’s cross-chain capabilities and aid the development of stablecoin infrastructure. LayerZero is one of the most widely used omnichain messaging protocols in Web3. LayerZero connects over 150 blockchains. It also provides access to more than 400 tokens and over $80 billion in omnichain assets. ",https://www.cryptopolitan.com/cardano-secures-layerzero-integration/,cryptopolitan
2026-02-12,13:00:11,NOK Rate Cuts Stalled: Inflation Surge Forces Nordea to Revise 2025 Monetary Policy Outlook,"BitcoinWorld NOK Rate Cuts Stalled: Inflation Surge Forces Nordea to Revise 2025 Monetary Policy Outlook OSLO, Norway – December 2025: Financial markets received a significant reality check this week as Nordea Markets, one of Scandinavia’s leading financial institutions, published analysis indicating that anticipated interest rate cuts for the Norwegian krone (NOK) have been effectively sidelined. The primary driver behind this policy shift remains stubbornly elevated inflation metrics that cont",https://bitcoinworld.co.in/nok-rate-cuts-inflation-nordea/,bitcoinworld
2026-02-12,12:55:18,"New Ethereum Proposal Targets Private, Spam-Free AI Use",Ethereum Foundation AI lead Davide Crapis and Ethereum co-founder Vitalik Buterin have shared a new method to protect user privacy when interacting with large language models (LLMs) .,https://www.bitdegree.org/crypto/news/new-ethereum-proposal-targets-private-spam-free-ai-use,bitdegree
2026-02-12,12:55:11,"CHF Inflation Risks: Soaring Oil Prices Threaten Swiss Franc Stability, Warns Commerzbank","BitcoinWorld CHF Inflation Risks: Soaring Oil Prices Threaten Swiss Franc Stability, Warns Commerzbank FRANKFURT, Germany – November 2025: The Swiss franc (CHF), long considered a bastion of stability in volatile currency markets, now faces mounting inflationary pressure. According to a recent analysis from Commerzbank, persistently high global oil prices are tilting inflation risks higher for Switzerland’s economy. This development challenges the Swiss National Bank’s (SNB) long-standing price ",https://bitcoinworld.co.in/chf-inflation-risks-oil-prices/,bitcoinworld
2026-02-12,12:53:29,"zkME Technology wins $20,000 PitchFest prize at Consensus Hong Kong",The Hong Kong-based DePin company beat out 11 other finalists with its identity verification solution aimed at bringing DeFi to the mainstream.,https://www.coindesk.com/business/2026/02/12/zkme-technology-wins-usd20-000-pitchfest-prize-at-consensus-hong-kong,coindesk
2026-02-12,12:51:27,Solana Price Prediction: Can Solana Defend $67 as Momentum Stays Bearish?,"SOL holds the $67–$70 floor, but a breakdown could expose $62 and $50 next Falling open interest near $5B signals leverage reset and reduced liquidation risk Exchange flows show weaker selling pressure, hinting at early stabilization near $80 Solana trades near $80 after months of sustained downside pressure that reshaped its broader structure. The token failed to reclaim the $253 cycle high and entered a clear macro decline. Since that rejection, price has printed consistent lower highs and low",https://coinedition.com/solana-price-prediction-can-solana-defend-67-as-momentum-stays-bearish/,coinquora
2026-02-12,12:50:11,AUD/USD Defies Gravity: Steady Above 0.7100 Amid Soaring Inflation Expectations,"BitcoinWorld AUD/USD Defies Gravity: Steady Above 0.7100 Amid Soaring Inflation Expectations The Australian dollar demonstrates remarkable resilience against its US counterpart, maintaining its position above the critical 0.7100 threshold despite mounting inflationary pressures that typically challenge currency stability. Market analysts globally monitor this unexpected steadiness as it defies conventional economic wisdom about inflation’s impact on currency valuation. This development occurs ag",https://bitcoinworld.co.in/aud-usd-steady-above-07100-inflation/,bitcoinworld
2026-02-12,12:45:11,"Gold Price Defies Gravity: Holds Firm Above $5,050 Amid Conflicting Federal Reserve Signals","BitcoinWorld Gold Price Defies Gravity: Holds Firm Above $5,050 Amid Conflicting Federal Reserve Signals LONDON, April 15, 2025 – The gold market presents a study in resilience and confusion today, as the precious metal languishes near its daily trading low yet continues to hold decisively above the critical $5,050 per ounce threshold. This price action unfolds against a backdrop of increasingly mixed signals from the U.S. Federal Reserve, creating a complex tapestry for investors seeking safe-h",https://bitcoinworld.co.in/gold-price-federal-reserve-signals-analysis/,bitcoinworld
2026-02-12,12:43:06,"Bitcoin falls below $70,000 in rangebound trade ahead of key U.S. data",,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-slips-below-70k-in-rangebound-trade-key-us-data-loom-4495509,investing_comcryptonews
2026-02-12,12:43:06,Thailand Approves Crypto as Collateral in Derivatives Market,Thailand has introduced a new policy that allows digital assets to be used as collateral for products in its derivatives and capital markets .,https://www.bitdegree.org/crypto/news/thailand-approves-crypto-as-collateral-in-derivatives-market,bitdegree
2026-02-12,12:40:11,Tokenized RWA Trading Challenge Ignites as Aster and Binance Wallet Launch Second Major Event,"BitcoinWorld Tokenized RWA Trading Challenge Ignites as Aster and Binance Wallet Launch Second Major Event The decentralized finance landscape braces for a significant surge in activity as Aster (ASTER) and Binance Wallet officially announce their second collaborative Tokenized RWA Trading Challenge, set to commence on February 12, 2025. This strategic initiative directly targets the rapidly expanding real-world asset (RWA) tokenization sector, a cornerstone of modern decentralized finance. Cons",https://bitcoinworld.co.in/aster-binance-wallet-tokenized-rwa-challenge/,bitcoinworld
2026-02-12,12:37:22,Russia clears legal framework for tokenized assets and shares,"Russian authorities are laying the groundwork for the tokenization of real assets, including company shares, securities and various types of property and rights. The move comes amid ongoing efforts to legalize and comprehensively regulate cryptocurrency investments this year, with a planned widening of investor access. Russian regulators adopt concept for tokenization of real assets The government in Moscow has approved a brand new “Concept for the Tokenization of Assets in the Real Sector of th",https://www.cryptopolitan.com/russia-approves-tokenization-assets-shares/,cryptopolitan
2026-02-12,12:35:36,ARK Invest Bought Crypto Stocks During the BTC Dip,"ARK Invest, when BTC fell below 66.000$, bought HOOD, BLSH, and CRCL shares for millions of dollars. Robinhood constitutes 4.1% of ARKK. Despite BTC ETF outflows, institutional purchases (Goldman, ...",https://en.coinotag.com/ark-invest-bought-crypto-stocks-during-the-btc-dip,coinotag
2026-02-12,12:35:11,USD/CAD Forecast: Critical 1.3600 Barrier Test Sparks Volatility Fears,"BitcoinWorld USD/CAD Forecast: Critical 1.3600 Barrier Test Sparks Volatility Fears In global forex markets on Thursday, March 20, 2025, the USD/CAD currency pair commands significant attention as it challenges the pivotal 1.3600 psychological barrier. This movement occurs in proximity to the nine-day Exponential Moving Average (EMA), a key short-term momentum gauge that traders scrutinize for directional cues. Consequently, this technical confluence creates a decisive juncture for the pair’s ne",https://bitcoinworld.co.in/usd-cad-forecast-3600-barrier-test/,bitcoinworld
